short_name longitude latitude bio1 bio2 bio3 bio6 bio12 bio14 bio15 bio19 prec4 prec5 prec7 prec9 prec10 pop1
F4-0599 32.45656 2.02553 234 127 79 166 1281 28 43 355 151 153 93 140 162 0.0436917423152655
F4-0600 32.45656 2.02553 234 127 79 166 1281 28 43 355 151 153 93 140 162 0.0468430109860458
F4-0601 32.4485 2.04715 234 127 79 165 1285 28 43 358 150 153 94 141 164 -0.040494472934463
F4-0602 32.4485 2.04715 234 127 79 165 1285 28 43 358 150 153 94 141 164 0.0300319534080471
F4-0603 32.4485 2.04715 234 127 79 165 1285 28 43 358 150 153 94 141 164 0.0436917423152655
F4-0604 32.4485 2.04715 234 127 79 165 1285 28 43 358 150 153 94 141 164 0.0300319534080471
F4-0605 32.4485 2.04715 234 127 79 165 1285 28 43 358 150 153 94 141 164 0.0163721645008287
F5-0541 32.09286 1.67515 232 122 81 166 1144 32 40 344 152 128 81 131 131 -0.0484653386897188
F5-0542 32.09286 1.67515 232 122 81 166 1144 32 40 344 152 128 81 131 131 -0.0227309296414535
F5-0545 32.09286 1.67515 232 122 81 166 1144 32 40 344 152 128 81 131 131 -0.0226117814014625
F5-0646 32.09286 1.67515 232 122 81 166 1144 32 40 344 152 128 81 131 131 -0.0244462814905862
F5-0648 32.09286 1.67515 232 122 81 166 1144 32 40 344 152 128 81 131 131 -0.0302543528825398
F5-0649 32.09286 1.67515 232 122 81 166 1144 32 40 344 152 128 81 131 131 0.00144263044739101
F5-0650 32.09286 1.67515 232 122 81 166 1144 32 40 344 152 128 81 131 131 -0.0267155357872535
F5-0651 32.10437 1.43451 230 121 81 164 1252 37 42 348 185 148 78 131 151 -0.0092320614644755
F5-0652 32.10437 1.43451 230 121 81 164 1252 37 42 348 185 148 78 131 151 -0.00182778646338022
F5-0653 32.10437 1.43451 230 121 81 164 1252 37 42 348 185 148 78 131 151 -0.0501696556958814
F5-0654 32.10437 1.43451 230 121 81 164 1252 37 42 348 185 148 78 131 151 -0.0154875753705987
F5-0655 32.10437 1.43451 230 121 81 164 1252 37 42 348 185 148 78 131 151 -0.0154875753705987
F5-0656 32.09648 1.39733 230 121 81 164 1249 37 42 282 185 147 77 129 152 -0.0382252186377956
F5-0657 32.09648 1.39733 230 121 81 164 1249 37 42 282 185 147 77 129 152 -0.0154875753705987
F5-0658 32.09648 1.39733 230 121 81 164 1249 37 42 282 185 147 77 129 152 -0.0123363066998184
F5-0659 32.09648 1.39733 230 121 81 164 1249 37 42 282 185 147 77 129 152 -0.0311010126069318
F5-0660 32.09648 1.39733 230 121 81 164 1249 37 42 282 185 147 77 129 152 -0.0092320614644755
F5-0661 32.11321 1.40892 231 120 81 165 1254 37 43 283 187 150 77 129 152 0.00442772744274294
F5-0662 32.11321 1.40892 231 120 81 165 1254 37 43 283 187 150 77 129 152 -0.0210266126352909
F5-0663 32.11321 1.40892 231 120 81 165 1254 37 43 283 187 150 77 129 152 -0.0154875753705987
F5-0665 32.11321 1.40892 231 120 81 165 1254 37 43 283 187 150 77 129 152 0.00454687568273394
F6-0526 32.4606 1.14217 224 120 82 158 1187 31 42 263 170 143 62 110 151 -0.0847325877811731
F6-0528 32.4606 1.14217 224 120 82 158 1187 31 42 263 170 143 62 110 151 -0.0137279812772142
F6-0529 32.4606 1.14217 224 120 82 158 1187 31 42 263 170 143 62 110 151 -0.0244462814905862
F6-0530 32.4606 1.14217 224 120 82 158 1187 31 42 263 170 143 62 110 151 -0.0109056408233588
F6-0532 32.46521 1.11216 225 120 82 159 1185 32 41 261 170 142 60 108 150 -0.0564251696020046
F6-0533 32.46521 1.11216 225 120 82 159 1185 32 41 261 170 142 60 108 150 -0.0635493756328684
F6-0534 32.46521 1.11216 225 120 82 159 1185 32 41 261 170 142 60 108 150 -0.00895199249424405
F6-0535 32.46521 1.11216 225 120 82 159 1185 32 41 261 170 142 60 108 150 -0.0426462324547951
F6-0536 32.46764 1.13184 225 120 82 159 1185 31 42 261 170 142 61 110 151 -0.0120679065153034
F6-0537 32.46764 1.13184 225 120 82 159 1185 31 42 261 170 142 61 110 151 -0.0496276043816634
F6-0538 32.46764 1.13184 225 120 82 159 1185 31 42 261 170 142 61 110 151 -0.0710727988739547
F6-0539 32.46764 1.13184 225 120 82 159 1185 31 42 261 170 142 61 110 151 -0.0501696556958814
F6-0540 32.46764 1.13184 225 120 82 159 1185 31 42 261 170 142 61 110 151 -0.0572938617267452
F7-0786 32.59753 0.4195 216 110 82 152 1268 61 34 222 175 128 63 113 133 -0.00775437215257854
F7-0787 32.59753 0.4195 216 110 82 152 1268 61 34 222 175 128 63 113 133 -0.0158560549335418
F7-0788 32.59753 0.4195 216 110 82 152 1268 61 34 222 175 128 63 113 133 0.0212387850207416
F7-0789 32.59753 0.4195 216 110 82 152 1268 61 34 222 175 128 63 113 133 -0.00281562682811192
F7-0790 32.59753 0.4195 216 110 82 152 1268 61 34 222 175 128 63 113 133 0.0109986649688184
F7-0792 32.6286 0.52169 217 115 84 153 1254 57 35 226 176 126 63 111 136 -0.0541542618416814
F7-0793 32.6286 0.52169 217 115 84 153 1254 57 35 226 176 126 63 111 136 -0.0179944922045017
F7-0794 32.6286 0.52169 217 115 84 153 1254 57 35 226 176 126 63 111 136 0.0161338680208466
F7-0795 32.6286 0.52169 217 115 84 153 1254 57 35 226 176 126 63 111 136 0.0154313475715343
F7-0796 32.50849 0.39231 217 110 82 154 1240 59 33 223 170 129 61 108 129 -0.0538741928714499
F7-0797 32.50849 0.39231 217 110 82 154 1240 59 33 223 170 129 61 108 129 -0.0500151528061695
F7-0798 32.50849 0.39231 217 110 82 154 1240 59 33 223 170 129 61 108 129 -0.0507345929863861
F7-0800 32.50849 0.39231 217 110 82 154 1240 59 33 223 170 129 61 108 129 0.00562534778440844
F7-0801 32.58998 0.49337 218 113 83 154 1244 56 35 224 174 128 62 110 133 0.0318664534971708
F7-0802 32.58998 0.49337 218 113 83 154 1244 56 35 224 174 128 62 110 133 -0.0223080265672265
F7-0803 32.58998 0.49337 218 113 83 154 1244 56 35 224 174 128 62 110 133 -0.0480062273898329
F7-0804 32.58998 0.49337 218 113 83 154 1244 56 35 224 174 128 62 110 133 0.0162530162608377
F7-0805 32.58998 0.49337 218 113 83 154 1244 56 35 224 174 128 62 110 133 -0.0332394498778917
G2-0434 33.05016 3.47267 240 133 76 164 1028 12 56 419 105 126 152 108 88 -0.0119487582753124
G2-0435 33.05016 3.47267 240 133 76 164 1028 12 56 419 105 126 152 108 88 0.0436917423152655
G2-0436 33.05016 3.47267 240 133 76 164 1028 12 56 419 105 126 152 108 88 -0.0119487582753124
G2-0437 33.05016 3.47267 240 133 76 164 1028 12 56 419 105 126 152 108 88 0.0135363194500008
G2-0438 33.06682 3.51463 240 132 77 166 1006 13 56 419 99 122 150 107 87 0.0555170311333603
G2-0440 33.06682 3.51463 240 132 77 166 1006 13 56 419 99 122 150 107 87 0.0180875163499613
G2-0441 33.06682 3.51463 240 132 77 166 1006 13 56 419 99 122 150 107 87 -0.00616920338640697
G2-0442 33.06202 3.49713 240 133 76 165 1013 12 56 413 102 124 150 107 88 0.00589374796892349
G2-0443 33.06202 3.49713 240 133 76 165 1013 12 56 413 102 124 150 107 88 0.0161338680208466
G2-0444 33.06202 3.49713 240 133 76 165 1013 12 56 413 102 124 150 107 88 0.023776439501924
G2-0445 33.06202 3.49713 240 133 76 165 1013 12 56 413 102 124 150 107 88 0.0227885991371923
G2-0446 32.94359 3.35815 243 138 76 163 1136 11 57 445 130 148 157 115 99 -0.0638294446030999
G2-0448 32.94359 3.35815 243 138 76 163 1136 11 57 445 130 148 157 115 99 -0.0195913297563897
G2-0449 32.94359 3.35815 243 138 76 163 1136 11 57 445 130 148 157 115 99 -0.0235642671164733
G3-0487 33.08043 2.94634 236 134 77 161 1239 9 56 500 141 158 170 130 102 0.0249740598435895
G3-0488 33.08043 2.94634 236 134 77 161 1239 9 56 500 141 158 170 130 102 0.019791833356124
G3-0489 33.08043 2.94634 236 134 77 161 1239 9 56 500 141 158 170 130 102 0.0436917423152655
G3-0490 33.07119 3.0387 234 134 76 159 1231 10 57 501 139 158 173 128 101 -0.0805934787456612
G3-0491 33.07119 3.0387 234 134 76 159 1231 10 57 501 139 158 173 128 101 0.0436917423152655
G3-0492 33.07119 3.0387 234 134 76 159 1231 10 57 501 139 158 173 128 101 -0.00422722384300864
G3-0493 33.07119 3.0387 234 134 76 159 1231 10 57 501 139 158 173 128 101 0.0300319534080471
G3-0494 33.07119 3.0387 234 134 76 159 1231 10 57 501 139 158 173 128 101 0.0197918333561239
G3-0495 33.07119 3.0387 234 134 76 159 1231 10 57 501 139 158 173 128 101 0.0182066645899524
G3-0496 33.07119 3.0387 234 134 76 159 1231 10 57 501 139 158 173 128 101 0.0417380939861508
G3-0497 33.07119 3.0387 234 134 76 159 1231 10 57 501 139 158 173 128 101 -0.0195913297563897
G3-0498 33.00944 3.01221 237 135 76 160 1255 10 56 498 143 161 171 132 106 0.0334516222633424
G3-0499 33.00944 3.01221 237 135 76 160 1255 10 56 498 143 161 171 132 106 0.0227885991371923
G3-0500 33.00944 3.01221 237 135 76 160 1255 10 56 498 143 161 171 132 106 0.0212387850207416
G3-0502 33.06567 2.98782 236 135 77 160 1241 10 56 495 141 159 171 130 103 0.0281974533189234
G3-0503 33.06567 2.98782 236 135 77 160 1241 10 56 495 141 159 171 130 103 0.0555170311333603
G3-0504 33.06567 2.98782 236 135 77 160 1241 10 56 495 141 159 171 130 103 0.0318664534971708
G3-0505 33.06567 2.98782 236 135 77 160 1241 10 56 495 141 159 171 130 103 0.00889576469517969
G4-0566 32.71893 2.00925 235 129 78 164 1329 24 44 380 157 164 100 153 162 0.0436917423152655
G4-0567 32.71893 2.00925 235 129 78 164 1329 24 44 380 157 164 100 153 162 0.0024740791136282
G4-0568 32.71893 2.00925 235 129 78 164 1329 24 44 380 157 164 100 153 162 0.0180875163499614
G4-0569 32.71893 2.00925 235 129 78 164 1329 24 44 380 157 164 100 153 162 -0.00935120970446653
G4-0570 32.71893 2.00925 235 129 78 164 1329 24 44 380 157 164 100 153 162 0.0330640738388364
G4-0572 32.71893 2.00925 235 129 78 164 1329 24 44 380 157 164 100 153 162 0.0182066645899524
G4-0573 32.71893 2.00925 235 129 78 164 1329 24 44 380 157 164 100 153 162 0.0418572422261418
G4-0574 32.71893 2.00925 235 129 78 164 1329 24 44 380 157 164 100 153 162 0.0417380939861508
G4-0575 32.71893 2.00925 235 129 78 164 1329 24 44 380 157 164 100 153 162 -0.0226117814014625
G4-0576 32.78894 2.0024 235 130 79 165 1300 21 46 381 159 165 102 154 153 0.0194042849316179
G4-0577 32.78894 2.0024 235 130 79 165 1300 21 46 381 159 165 102 154 153 0.0300319534080471
G4-0578 32.78894 2.0024 235 130 79 165 1300 21 46 381 159 165 102 154 153 0.0436917423152655
G4-0579 32.78894 2.0024 235 130 79 165 1300 21 46 381 159 165 102 154 153 -0.0500505074558904
G4-0580 32.78894 2.0024 235 130 79 165 1300 21 46 381 159 165 102 154 153 0.0299128051680561
G4-0582 32.81759 2.01242 235 130 78 164 1299 20 47 430 161 166 103 156 151 0.0436917423152655
G4-0583 32.81759 2.01242 235 130 78 164 1299 20 47 430 161 166 103 156 151 -0.00465012691723562
G4-0584 32.81759 2.01242 235 130 78 164 1299 20 47 430 161 166 103 156 151 0.0299128051680561
G4-0585 32.81759 2.01242 235 130 78 164 1299 20 47 430 161 166 103 156 151 0.0182066645899524
G5-0606 33.02948 1.68033 237 127 79 169 1348 25 45 364 186 176 98 150 152 -0.0226117814014625
G5-0607 33.02948 1.68033 237 127 79 169 1348 25 45 364 186 176 98 150 152 -0.0837447474164414
G5-0609 33.02948 1.68033 237 127 79 169 1348 25 45 364 186 176 98 150 152 0.0299128051680561
G5-0610 33.02948 1.68033 237 127 79 169 1348 25 45 364 186 176 98 150 152 -0.0403753246944719
G5-0611 33.07471 1.68619 238 127 78 170 1332 24 45 360 182 176 98 149 150 -0.0354028781839402
G5-0612 33.07471 1.68619 238 127 78 170 1332 24 45 360 182 176 98 149 150 -0.0263999298197009
G5-0613 33.07471 1.68619 238 127 78 170 1332 24 45 360 182 176 98 149 150 -0.0510383478206221
G5-0614 33.07471 1.68619 238 127 78 170 1332 24 45 360 182 176 98 149 150 -0.00465012691723562
G5-0615 33.07471 1.68619 238 127 78 170 1332 24 45 360 182 176 98 149 150 -0.00465012691723562
G5-0616 33.08713 1.69651 239 127 79 171 1326 24 45 359 181 176 98 148 148 -0.00465012691723562
G5-0617 33.08713 1.69651 239 127 79 171 1326 24 45 359 181 176 98 148 148 -0.105212827885019
G5-0618 33.08713 1.69651 239 127 79 171 1326 24 45 359 181 176 98 148 148 -0.0709536506339637
G5-0619 33.08713 1.69651 239 127 79 171 1326 24 45 359 181 176 98 148 148 -0.0622442758369283
G5-0620 33.08713 1.69651 239 127 79 171 1326 24 45 359 181 176 98 148 148 -0.0372594106734126
G5-0621 32.86412 1.71331 236 127 79 167 1335 24 45 359 186 176 95 148 150 0.0213579332607326
G5-0622 32.86412 1.71331 236 127 79 167 1335 24 45 359 186 176 95 148 150 -0.0909881016872963
G5-0623 32.86412 1.71331 236 127 79 167 1335 24 45 359 186 176 95 148 150 -0.0821595786502697
G5-0625 32.86412 1.71331 236 127 79 167 1335 24 45 359 186 176 95 148 150 -0.0470183870251012
G6-0546 32.77333 1.19425 228 122 81 162 1219 28 44 265 193 150 72 121 140 0.0555170311333603
G6-0547 32.77333 1.19425 228 122 81 162 1219 28 44 265 193 150 72 121 140 0.0229431020269042
G6-0548 32.77333 1.19425 228 122 81 162 1219 28 44 265 193 150 72 121 140 0.0555170311333603
G6-0549 32.77333 1.19425 228 122 81 162 1219 28 44 265 193 150 72 121 140 0.0162530162608377
G6-0551 32.77155 1.10034 228 121 82 162 1231 31 43 262 193 146 71 120 140 0.0227885991371923
G6-0552 32.77155 1.10034 228 121 82 162 1231 31 43 262 193 146 71 120 140 -0.000630166121714723
G6-0553 32.77155 1.10034 228 121 82 162 1231 31 43 262 193 146 71 120 140 0.0280783050789324
G6-0554 32.77155 1.10034 228 121 82 162 1231 31 43 262 193 146 71 120 140 0.00602456499463092
G6-0555 32.77155 1.10034 228 121 82 162 1231 31 43 262 193 146 71 120 140 0.00562534778440844
G6-0556 32.73141 1.10025 225 121 82 159 1224 31 42 262 187 143 71 121 142 0.023776439501924
G6-0558 32.73141 1.10025 225 121 82 159 1224 31 42 262 187 143 71 121 142 0.0194042849316179
G6-0559 32.73141 1.10025 225 121 82 159 1224 31 42 262 187 143 71 121 142 0.0300319534080471
G6-0560 32.73141 1.10025 225 121 82 159 1224 31 42 262 187 143 71 121 142 0.044889362656931
G6-0561 32.76132 1.18822 228 122 82 162 1219 28 44 264 192 149 71 121 140 -0.0369556558391766
G6-0562 32.76132 1.18822 228 122 82 162 1219 28 44 264 192 149 71 121 140 -0.0261152438470279
G6-0563 32.76132 1.18822 228 122 82 162 1219 28 44 264 192 149 71 121 140 -0.0216239410367308
G6-0564 32.76132 1.18822 228 122 82 162 1219 28 44 264 192 149 71 121 140 -0.0485844869297098
G6-0565 32.76132 1.18822 228 122 82 162 1219 28 44 264 192 149 71 121 140 0.0146985851419454
G7-0029 32.99828 0.37269 214 113 83 148 1374 68 30 252 193 150 72 110 130 -0.0109056408233588
G7-0030 32.99828 0.37269 214 113 83 148 1374 68 30 252 193 150 72 110 130 0.0436917423152655
G7-0031 32.99828 0.37269 214 113 83 148 1374 68 30 252 193 150 72 110 130 -0.047596646564978
G7-0032 32.99828 0.37269 214 113 83 148 1374 68 30 252 193 150 72 110 130 0.00589374796892349
G7-0033 32.97924 0.19149 212 110 83 148 1480 72 32 247 206 165 72 103 134 0.0162530162608376
G7-0034 32.97924 0.19149 212 110 83 148 1480 72 32 247 206 165 72 103 134 -0.0257276954225218
G7-0035 32.97924 0.19149 212 110 83 148 1480 72 32 247 206 165 72 103 134 -0.0164754157353304
G7-0036 32.97924 0.19149 212 110 83 148 1480 72 32 247 206 165 72 103 134 -0.0648172849678315
G7-0038 32.97924 0.19149 212 110 83 148 1480 72 32 247 206 165 72 103 134 -0.00895199249424405
G7-0039 32.97924 0.19149 212 110 83 148 1480 72 32 247 206 165 72 103 134 -0.00581239260918022
G7-0040 32.97924 0.19149 212 110 83 148 1480 72 32 247 206 165 72 103 134 0.019672685116133
G7-0041 33.12765 0.63145 222 118 84 155 1269 52 36 247 189 141 73 115 133 -0.00581239260918022
G7-0042 33.12765 0.63145 222 118 84 155 1269 52 36 247 189 141 73 115 133 0.0316171221742187
G7-0043 33.12765 0.63145 222 118 84 155 1269 52 36 247 189 141 73 115 133 0.0162530162608376
G7-0044 33.12765 0.63145 222 118 84 155 1269 52 36 247 189 141 73 115 133 0.00442772744274292
G7-0046 33.16823 0.64643 222 118 84 155 1264 50 36 251 189 141 75 116 133 -0.0395066325697313
G7-0047 33.16823 0.64643 222 118 84 155 1264 50 36 251 189 141 75 116 133 -0.0633948727431565
G7-0050 33.12106 0.61905 220 118 84 153 1297 54 35 251 193 142 74 117 136 -0.00608079279369527
G7-0051 33.12106 0.61905 220 118 84 153 1297 54 35 251 193 142 74 117 136 -0.0180061609902181
H2-0418 33.46838 3.40943 236 127 77 165 939 11 58 374 105 127 138 87 73 -0.0154875753705987
H2-0419 33.46838 3.40943 236 127 77 165 939 11 58 374 105 127 138 87 73 -0.0173220754597224
H2-0421 33.46838 3.40943 236 127 77 165 939 11 58 374 105 127 138 87 73 0.0318664534971708
H2-0423 33.48622 3.55361 235 125 76 165 867 12 57 340 97 114 127 80 70 -0.00923206146447551
H2-0424 33.48622 3.55361 235 125 76 165 867 12 57 340 97 114 127 80 70 0.0436917423152655
H2-0425 33.48622 3.55361 235 125 76 165 867 12 57 340 97 114 127 80 70 0.00784739629803824
H2-0428 33.48641 3.35978 236 128 78 166 961 11 58 402 108 131 141 89 73 -0.0173220754597224
H2-0430 33.47214 3.39326 237 128 77 166 942 11 58 395 105 127 139 87 73 0.0418572422261418
H2-0431 33.47214 3.39326 237 128 77 166 942 11 58 395 105 127 139 87 73 -0.0638294446030999
H2-0432 33.47214 3.39326 237 128 77 166 942 11 58 395 105 127 139 87 73 -0.046511690360604
H2-0433 33.47214 3.39326 237 128 77 166 942 11 58 395 105 127 139 87 73 0.0144185161717139
H3-0450 33.656794 2.70009 234 129 79 163 1071 12 55 430 124 140 154 108 82 0.0162530162608376
H3-0451 33.656794 2.70009 234 129 79 163 1071 12 55 430 124 140 154 108 82 0.019791833356124
H3-0453 33.656794 2.70009 234 129 79 163 1071 12 55 430 124 140 154 108 82 -0.0133241470645501
H3-0454 33.75225 2.82619 232 127 79 163 1016 11 57 415 120 135 149 97 73 0.0182066645899524
H3-0455 33.75225 2.82619 232 127 79 163 1016 11 57 415 120 135 149 97 73 0.0300319534080471
H3-0456 33.75225 2.82619 232 127 79 163 1016 11 57 415 120 135 149 97 73 0.0318664534971708
H3-0457 33.75225 2.82619 232 127 79 163 1016 11 57 415 120 135 149 97 73 0.0161338680208466
H3-0458 33.73854 2.81939 233 128 79 163 1017 11 57 416 120 135 150 98 74 0.0555170311333603
H3-0459 33.73854 2.81939 233 128 79 163 1017 11 57 416 120 135 150 98 74 0.0436917423152655
H3-0460 33.73854 2.81939 233 128 79 163 1017 11 57 416 120 135 150 98 74 0.0366028909341227
H3-0461 33.73854 2.81939 233 128 79 163 1017 11 57 416 120 135 150 98 74 -0.00608079279369527
H3-0463 33.76822 2.82788 230 127 79 161 1012 11 56 413 121 134 148 96 72 0.024777602116028
H3-0464 33.76822 2.82788 230 127 79 161 1012 11 56 413 121 134 148 96 72 0.00430857920275191
H3-0465 33.76822 2.82788 230 127 79 161 1012 11 56 413 121 134 148 96 72 0.0232115022114192
H4-0859 33.78317 2.36653 238 129 80 168 1091 15 51 396 135 143 133 114 94 0.0180875163499613
H4-0860 33.78317 2.36653 238 129 80 168 1091 15 51 396 135 143 133 114 94 0.0436917423152655
H4-0861 33.78317 2.36653 238 129 80 168 1091 15 51 396 135 143 133 114 94 0.0182066645899524
H4-0862 33.78317 2.36653 238 129 80 168 1091 15 51 396 135 143 133 114 94 0.0436917423152655
H4-0863 33.47195 2.14746 236 129 79 166 1281 16 52 449 160 167 142 147 123 0.019791833356124
H4-0864 33.47195 2.14746 236 129 79 166 1281 16 52 449 160 167 142 147 123 0.0418572422261418
H4-0866 33.47195 2.14746 236 129 79 166 1281 16 52 449 160 167 142 147 123 0.0436917423152655
H4-0868 33.67712 2.28745 239 129 80 169 1163 15 51 414 143 152 137 127 105 0.0436917423152655
H4-0869 33.67712 2.28745 239 129 80 169 1163 15 51 414 143 152 137 127 105 0.0436917423152655
H4-0870 33.67712 2.28745 239 129 80 169 1163 15 51 414 143 152 137 127 105 0.0300319534080471
H4-0871 33.67712 2.28745 239 129 80 169 1163 15 51 414 143 152 137 127 105 0.0417380939861508
H4-0872 33.67712 2.28745 239 129 80 169 1163 15 51 414 143 152 137 127 105 0.0299128051680561
H4-0873 33.52712 2.47919 236 130 79 166 1154 13 53 440 136 148 153 127 97 0.0436917423152655
H4-0874 33.52712 2.47919 236 130 79 166 1154 13 53 440 136 148 153 127 97 0.00574449602439947
H4-0875 33.52712 2.47919 236 130 79 166 1154 13 53 440 136 148 153 127 97 -0.0165945639753214
H4-0876 33.52712 2.47919 236 130 79 166 1154 13 53 440 136 148 153 127 97 0.0300319534080471
H4-0877 33.52712 2.47919 236 130 79 166 1154 13 53 440 136 148 153 127 97 0.0436917423152655
H5-0626 33.30552 1.73401 241 127 78 173 1303 24 46 375 175 183 108 143 136 -0.0395066325697313
H5-0627 33.30552 1.73401 241 127 78 173 1303 24 46 375 175 183 108 143 136 0.0219419394128002
H5-0628 33.30552 1.73401 241 127 78 173 1303 24 46 375 175 183 108 143 136 0.0318664534971708
H5-0629 33.30552 1.73401 241 127 78 173 1303 24 46 375 175 183 108 143 136 -0.0466308386005952
H5-0630 33.30552 1.73401 241 127 78 173 1303 24 46 375 175 183 108 143 136 -0.0265190780596919
H5-0631 33.27573 1.71953 242 127 78 173 1300 24 46 368 176 182 105 143 137 -0.00465012691723562
H5-0632 33.27573 1.71953 242 127 78 173 1300 24 46 368 176 182 105 143 137 -0.0257276954225218
H5-0633 33.27573 1.71953 242 127 78 173 1300 24 46 368 176 182 105 143 137 0.0436917423152655
H5-0635 33.27573 1.71953 242 127 78 173 1300 24 46 368 176 182 105 143 137 -0.0439141417897583
H5-0636 33.29782 1.726 241 127 78 173 1302 24 46 372 175 183 107 143 137 -0.0616660162970513
H5-0637 33.29782 1.726 241 127 78 173 1302 24 46 372 175 183 107 143 137 0.0318664534971708
H5-0638 33.29782 1.726 241 127 78 173 1302 24 46 372 175 183 107 143 137 0.019672685116133
H5-0639 33.29782 1.726 241 127 78 173 1302 24 46 372 175 183 107 143 137 0.000454790082659359
H5-0640 33.29782 1.726 241 127 78 173 1302 24 46 372 175 183 107 143 137 -0.0709536506339637
H5-0642 33.31931 1.75568 240 127 78 171 1307 25 47 383 173 185 111 143 137 -0.0678023819631834
H5-0643 33.31931 1.75568 240 127 78 171 1307 25 47 383 173 185 111 143 137 -0.0622442758369283
H5-0644 33.31931 1.75568 240 127 78 171 1307 25 47 383 173 185 111 143 137 -0.00123045806194034
H5-0645 33.31931 1.75568 240 127 78 171 1307 25 47 383 173 185 111 143 137 -0.0811937706858869
H6-0026 33.81429 0.88453 232 122 81 166 1275 39 40 323 194 176 90 108 111 0.0586682998041405
H6-0027 33.81429 0.88453 232 122 81 166 1275 39 40 323 194 176 90 108 111 0.0555170311333603
H6-0028 33.81429 0.88453 232 122 81 166 1275 39 40 323 194 176 90 108 111 0.0197918333561239
H6-0806 33.68494 0.83443 228 121 82 163 1348 43 39 311 206 177 92 120 128 0.0350177221679511
H6-0807 33.68494 0.83443 228 121 82 163 1348 43 39 311 206 177 92 120 128 0.00784739629803824
H6-0808 33.68494 0.83443 228 121 82 163 1348 43 39 311 206 177 92 120 128 0.00259322735361922
H6-0809 33.68494 0.83443 228 121 82 163 1348 43 39 311 206 177 92 120 128 0.0178381850270092
H6-0810 33.68494 0.83443 228 121 82 163 1348 43 39 311 206 177 92 120 128 0.0162530162608376
H6-0811 33.72608 0.84916 229 121 82 164 1340 42 39 312 205 178 92 118 125 -0.0194721815163987
H6-0812 33.72608 0.84916 229 121 82 164 1340 42 39 312 205 178 92 118 125 0.0279591568389414
H6-0813 33.72608 0.84916 229 121 82 164 1340 42 39 312 205 178 92 118 125 -0.000123469457217626
H6-0814 33.72608 0.84916 229 121 82 164 1340 42 39 312 205 178 92 118 125 0.0180875163499613
H6-0815 33.72608 0.84916 229 121 82 164 1340 42 39 312 205 178 92 118 125 0.0180875163499613
H6-0816 33.73819 0.78147 230 120 82 166 1340 44 40 300 210 178 87 116 122 0.00613204444890553
H6-0818 33.73819 0.78147 230 120 82 166 1340 44 40 300 210 178 87 116 122 0.0436917423152655
H6-0819 33.73819 0.78147 230 120 82 166 1340 44 40 300 210 178 87 116 122 0.0178381850270092
H6-0820 33.73819 0.78147 230 120 82 166 1340 44 40 300 210 178 87 116 122 0.0436917423152655
H6-0821 33.73819 0.78147 230 120 82 166 1340 44 40 300 210 178 87 116 122 -0.012936598640044
H7-0053 33.47697 0.71483 227 119 83 161 1291 44 38 277 193 160 81 119 128 0.0300319534080471
H7-0054 33.47697 0.71483 227 119 83 161 1291 44 38 277 193 160 81 119 128 -0.0164400610856094
H7-0055 33.47697 0.71483 227 119 83 161 1291 44 38 277 193 160 81 119 128 0.0468430109860458
H7-0056 33.42077 0.65176 226 119 84 161 1271 46 37 263 189 153 77 116 127 0.0182066645899524
H7-0059 33.42077 0.65176 226 119 84 161 1271 46 37 263 189 153 77 116 127 0.00442772744274291
H7-0061 33.5566 0.44152 219 118 84 154 1371 67 36 234 206 136 67 120 141 0.0436917423152655
H7-0062 33.5566 0.44152 219 118 84 154 1371 67 36 234 206 136 67 120 141 0.00796654453802924
H7-0063 33.5566 0.44152 219 118 84 154 1371 67 36 234 206 136 67 120 141 0.00454687568273397
H7-0065 33.54272 0.39113 220 118 84 155 1358 60 37 215 205 131 60 111 135 0.0115826711208861
H7-0066 33.54272 0.39113 220 118 84 155 1358 60 37 215 205 131 60 111 135 8.63105197161738e-05
H7-0067 33.54272 0.39113 220 118 84 155 1358 60 37 215 205 131 60 111 135 0.0024740791136282
H7-0070 33.68813 0.47944 225 119 85 160 1352 62 37 241 210 145 70 121 136 0.0417380939861508
H7-0071 33.68813 0.47944 225 119 85 160 1352 62 37 241 210 145 70 121 136 0.0182066645899523
H7-0072 33.68091 0.52474 225 119 83 160 1363 60 37 254 211 148 75 125 138 0.0300319534080471
H7-0073 33.68091 0.52474 225 119 83 160 1363 60 37 254 211 148 75 125 138 -0.00366228655250393
H7-0074 33.68091 0.52474 225 119 83 160 1363 60 37 254 211 148 75 125 138 -0.0158560549335418
H7-0075 33.68091 0.52474 225 119 83 160 1363 60 37 254 211 148 75 125 138 -0.0056159348816187
I3-0466 34.12168 2.91843 231 125 79 162 725 10 58 302 89 101 117 60 41 0.0162530162608376
I3-0467 34.12168 2.91843 231 125 79 162 725 10 58 302 89 101 117 60 41 0.0330640738388364
I3-0468 34.12168 2.91843 231 125 79 162 725 10 58 302 89 101 117 60 41 0.0334516222633424
I3-0470 34.10782 2.99759 231 124 80 162 706 10 60 301 85 98 117 58 38 0.0300319534080471
I3-0471 34.10782 2.99759 231 124 80 162 706 10 60 301 85 98 117 58 38 0.0555170311333603
I3-0472 34.10782 2.99759 231 124 80 162 706 10 60 301 85 98 117 58 38 0.0280783050789324
I3-0473 34.10782 2.99759 231 124 80 162 706 10 60 301 85 98 117 58 38 0.0418572422261418
